Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points
Wilshere,WHU,MID,49,21.4,35,11,6.7,9,0,0,0,0,0,0,2,0,3.8,270,0,4
Wilson,BOU,FWD,61,55.1,102.6,190,34.4,3,2,3,0,1,0,0,0,0,13.1,270,1,22
Winks,TOT,MID,55,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Wood,BUR,FWD,65,5.1,5.8,60,7,6,0,0,0,0,0,0,0,0,0.5,184,0,5
Xhaka,ARS,MID,54,31.7,29.8,7,6.9,5,0,0,0,0,0,0,2,0,3.1,204,0,3
Yarmolenko,WHU,MID,69,13.8,2.6,0,1.6,2,0,0,0,0,0,0,1,0,0.7,61,0,2
Yedlin,NEW,DEF,45,1.2,6,1,0.8,2,0,0,0,0,0,0,0,0,1,140,0,2
Yoshida,SOU,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Young,MUN,DEF,59,19.8,17.2,0,3.7,3,0,0,0,0,0,0,0,0,1.7,90,0,1
Zabaleta,WHU,DEF,44,18.2,21.8,6,4.6,2,0,0,0,0,0,0,1,0,2.6,90,0,0
Zaha,CRY,FWD,70,27.4,53.8,99,18.1,4,2,0,0,0,0,0,2,0,31.8,270,0,12
Zambo Anguissa,FUL,MID,45,2.7,18.2,2,2.3,3,0,0,0,0,0,0,0,0,0.2,90,0,2
Zanka,HUD,DEF,45,12.2,34.4,2,4.9,3,0,0,0,0,0,0,0,0,5.8,180,0,7
Zappacosta,CHE,DEF,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Zeegelaar,WAT,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Zinchenko,MCI,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zohore,CAR,FWD,49,39.9,7.8,54,10.2,0,0,0,0,0,0,0,0,0,0.6,148,0,3
Zouma,EVE,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,1
van Aanholt,CRY,DEF,55,24.2,48.2,27,9.9,4,0,1,0,0,0,0,1,0,5.8,270,2,12
van Dijk,LIV,DEF,60,6.8,65.8,6,7.9,0,0,0,0,0,0,0,0,0,18.2,270,2,20
van La Parra,HUD,MID,49,2.8,0,2,0.5,0,0,0,0,0,0,0,0,0,0.1,90,0,3
Ozil,ARS,MID,84,27,10.2,18,5.5,4,0,0,0,0,0,0,0,0,3.6,157,0,4
